ItemCode,ItemName,Category,Price,StockQty,ExpiryDate,Description
5004,Panadol Joint 500mg (20 tabs),Analgesic,67.00,85,2027-03-16,Analgesic - Panadol Joint
5005,Cataflam 10mg (cream 30g),Analgesic,65.00,35,2028-08-10,Analgesic - Cataflam
5006,Voltaren 200mg (30 tabs),Analgesic,76.00,200,2027-11-03,Analgesic - Voltaren
5007,Brufen 250mg (20 tabs),Analgesic,55.00,72,2027-07-27,Analgesic - Brufen
5008,Celebrex 100mg (20 tabs),Analgesic,144.00,219,2027-09-15,Analgesic - Celebrex
5009,Arcoxia 400mg (100ml),Analgesic,161.00,162,2028-01-09,Analgesic - Arcoxia
5010,Ponstan 20mg (gel 50g),Analgesic,44.00,144,2027-05-16,Analgesic - Ponstan
5011,Mobic 100mg (100ml),Analgesic,135.00,216,2027-05-10,Analgesic - Mobic
5012,Feldene 100mg (100ml),Analgesic,61.00,252,2027-10-15,Analgesic - Feldene
5013,Diclac 200mg (100ml),Analgesic,49.00,113,2027-03-13,Analgesic - Diclac
5014,Olfen 250mg (200ml),Analgesic,57.00,99,2027-12-06,Analgesic - Olfen
5015,Indocid 1g (20 tabs),Analgesic,46.00,250,2028-08-17,Analgesic - Indocid
5016,Ketorol 40mg (20 tabs),Analgesic,76.00,48,2028-05-31,Analgesic - Ketorol
5017,Naproxen 500mg (200ml),Analgesic,46.00,91,2027-06-26,Analgesic - Naproxen
5018,Aleve 1g (cream 30g),Analgesic,65.00,141,2028-06-09,Analgesic - Aleve
5019,Augmentin 100mg (60 tabs),Antibiotic,137.00,80,2028-07-15,Antibiotic - Augmentin
5020,Amoxil 100mg (60 tabs),Antibiotic,45.00,270,2027-12-20,Antibiotic - Amoxil
5021,Hiconcil 20mg (200ml),Antibiotic,36.00,292,2027-08-04,Antibiotic - Hiconcil
5022,E-Mox 1g,Antibiotic,38.00,196,2027-11-20,Antibiotic - E-Mox
5023,Zithromax 400mg (30 tabs),Antibiotic,144.00,68,2027-10-25,Antibiotic - Zithromax
5024,Azomax 1g (60 tabs),Antibiotic,122.00,40,2027-11-24,Antibiotic - Azomax
5025,Klacid 500mg (cream 30g),Antibiotic,173.00,296,2027-03-13,Antibiotic - Klacid
5026,Klaricid 400mg (20 tabs),Antibiotic,122.00,122,2028-08-11,Antibiotic - Klaricid
5027,Cipro 100mg (100ml),Antibiotic,77.00,122,2027-05-05,Antibiotic - Cipro
5028,Ciprobay 400mg (200ml),Antibiotic,90.00,62,2027-04-16,Antibiotic - Ciprobay
5029,Velosef 40mg (gel 50g),Antibiotic,63.00,39,2028-08-25,Antibiotic - Velosef
5030,Keflex 400mg (60 tabs),Antibiotic,67.00,197,2027-11-27,Antibiotic - Keflex
5031,Zinnat 400mg (200ml),Antibiotic,110.00,107,2028-02-28,Antibiotic - Zinnat
5032,Suprax 20mg (cream 30g),Antibiotic,115.00,240,2027-12-06,Antibiotic - Suprax
5033,Tavanic 400mg (200ml),Antibiotic,190.00,57,2028-02-08,Antibiotic - Tavanic
5034,Flagyl 20mg (100ml),Antibiotic,64.00,176,2028-09-01,Antibiotic - Flagyl
5035,Rovamycin 200mg (60 tabs),Antibiotic,170.00,299,2028-06-10,Antibiotic - Rovamycin
5036,Dalacin 1g (30 tabs),Antibiotic,127.00,95,2027-04-08,Antibiotic - Dalacin
5037,Erythrocin 20mg (100ml),Antibiotic,58.00,68,2027-07-23,Antibiotic - Erythrocin
5038,Vibramycin 10mg (20 tabs),Antibiotic,100.00,98,2028-01-21,Antibiotic - Vibramycin
5039,Unasyn 20mg (gel 50g),Antibiotic,92.00,166,2027-11-09,Antibiotic - Unasyn
5040,Septrin 400mg (100ml),Antibiotic,40.00,276,2028-04-02,Antibiotic - Septrin
5041,Bactrim 200mg (30 tabs),Antibiotic,34.00,103,2028-06-22,Antibiotic - Bactrim
5042,Minocin 100mg (60 tabs),Antibiotic,130.00,67,2027-09-09,Antibiotic - Minocin
5043,Fucidin 40mg (60 tabs),Antibiotic,141.00,269,2027-05-12,Antibiotic - Fucidin
5044,Zyvox 10mg,Antibiotic,525.00,138,2028-07-19,Antibiotic - Zyvox
5045,Zerstat 20mg,Antibiotic,107.00,195,2027-04-06,Antibiotic - Zerstat
5046,Cebion 250mg (20 tabs),Vitamin,26.00,278,2028-06-05,Vitamin - Cebion
5047,Redoxon 100mg (gel 50g),Vitamin,83.00,42,2027-08-04,Vitamin - Redoxon
5048,Vitacid C 400mg (20 tabs),Vitamin,56.00,168,2027-04-16,Vitamin - Vitacid C
5049,Vidrop 20mg (100ml),Vitamin,79.00,57,2028-05-09,Vitamin - Vidrop
5050,Devarol 10mg (100ml),Vitamin,108.00,81,2027-07-29,Vitamin - Devarol
5051,Calcitriol 250mg (cream 30g),Vitamin,97.00,109,2028-08-04,Vitamin - Calcitriol
5052,Folic Acid 100mg (30 tabs),Vitamin,27.00,177,2027-10-07,Vitamin - Folic Acid
5053,Folvite 250mg (cream 30g),Vitamin,60.00,105,2027-03-23,Vitamin - Folvite
5054,Calcium Sandoz 250mg (cream 30g),Vitamin,49.00,107,2028-05-03,Vitamin - Calcium Sandoz
5055,Caltrate 40mg (gel 50g),Vitamin,72.00,64,2027-05-04,Vitamin - Caltrate
5056,Caltron 500mg (200ml),Vitamin,68.00,97,2028-01-30,Vitamin - Caltron
5057,Iron Plus 1g (gel 50g),Vitamin,35.00,155,2027-07-21,Vitamin - Iron Plus
5058,Feroglobin 250mg (gel 50g),Vitamin,100.00,159,2028-03-23,Vitamin - Feroglobin
5059,Sideral 400mg,Vitamin,85.00,35,2027-06-06,Vitamin - Sideral
5060,Zinc Plus 200mg (cream 30g),Vitamin,35.00,193,2027-09-24,Vitamin - Zinc Plus
5061,Zinc Sulfate 500mg (30 tabs),Vitamin,19.00,170,2027-11-20,Vitamin - Zinc Sulfate
5062,Magnesium Plus 400mg,Vitamin,40.00,117,2028-02-19,Vitamin - Magnesium Plus
5063,Mg Plus 1g (gel 50g),Vitamin,56.00,227,2027-10-15,Vitamin - Mg Plus
5064,Omega-3 20mg (200ml),Vitamin,145.00,226,2027-03-24,Vitamin - Omega-3
5065,Multivit 250mg (20 tabs),Vitamin,88.00,173,2027-10-08,Vitamin - Multivit
5066,Pharmaton 250mg,Vitamin,95.00,229,2027-06-03,Vitamin - Pharmaton
5067,StressTabs 200mg (20 tabs),Vitamin,172.00,214,2028-06-11,Vitamin - StressTabs
5068,Supradyn 400mg (30 tabs),Vitamin,95.00,148,2027-06-29,Vitamin - Supradyn
5069,Centrum 1g (30 tabs),Vitamin,138.00,295,2027-10-11,Vitamin - Centrum
5070,Vit B Complex 250mg (cream 30g),Vitamin,57.00,196,2027-10-21,Vitamin - Vit B Complex
5071,Neurobion 10mg (30 tabs),Vitamin,121.00,287,2028-03-01,Vitamin - Neurobion
5072,Neuroton 100mg (gel 50g),Vitamin,115.00,224,2028-08-09,Vitamin - Neuroton
5073,Collagen 400mg (60 tabs),Vitamin,182.00,38,2028-07-24,Vitamin - Collagen
5074,Hyaluronic 400mg (100ml),Vitamin,261.00,40,2027-12-03,Vitamin - Hyaluronic
5075,Biotin 250mg (100ml),Vitamin,117.00,245,2028-08-12,Vitamin - Biotin
5076,Glucosamine 200mg,Vitamin,191.00,267,2028-03-29,Vitamin - Glucosamine
5077,CoQ10 10mg (20 tabs),Vitamin,240.00,270,2027-09-04,Vitamin - CoQ10
5078,L-Carnitine 200mg (200ml),Vitamin,204.00,245,2028-03-13,Vitamin - L-Carnitine
5079,Probiotics 20mg (60 tabs),Vitamin,121.00,213,2027-09-25,Vitamin - Probiotics
5080,Losec 1g (100ml),Gastrointestinal,119.00,43,2027-07-08,Gastrointestinal - Losec
5081,Antopral 1g (60 tabs),Gastrointestinal,59.00,294,2027-07-10,Gastrointestinal - Antopral
5082,Omez 250mg (gel 50g),Gastrointestinal,77.00,271,2027-10-09,Gastrointestinal - Omez
5083,Nexium 1g,Gastrointestinal,83.00,144,2027-09-29,Gastrointestinal - Nexium
5084,Pariet 100mg (100ml),Gastrointestinal,163.00,283,2028-08-19,Gastrointestinal - Pariet
5085,Controloc 20mg (gel 50g),Gastrointestinal,170.00,124,2028-01-01,Gastrointestinal - Controloc
5086,Zantac 400mg (60 tabs),Gastrointestinal,46.00,95,2027-05-31,Gastrointestinal - Zantac
5087,Ranitidine 250mg (60 tabs),Gastrointestinal,37.00,210,2028-05-24,Gastrointestinal - Ranitidine
5088,Gaviscon 40mg (30 tabs),Gastrointestinal,45.00,191,2027-04-21,Gastrointestinal - Gaviscon
5089,Maalox 200mg (60 tabs),Gastrointestinal,55.00,263,2028-07-27,Gastrointestinal - Maalox
5090,Mucaine 500mg (20 tabs),Gastrointestinal,69.00,286,2027-11-08,Gastrointestinal - Mucaine
5091,Colofac 200mg (20 tabs),Gastrointestinal,110.00,299,2027-09-15,Gastrointestinal - Colofac
5092,Duspatalin 250mg (gel 50g),Gastrointestinal,158.00,148,2028-05-06,Gastrointestinal - Duspatalin
5093,Debridat 400mg (100ml),Gastrointestinal,90.00,180,2028-06-20,Gastrointestinal - Debridat
5094,Motilium 10mg (cream 30g),Gastrointestinal,51.00,53,2027-07-10,Gastrointestinal - Motilium
5095,Domperidone 200mg (60 tabs),Gastrointestinal,60.00,95,2027-10-20,Gastrointestinal - Domperidone
5096,Primperan 250mg (20 tabs),Gastrointestinal,56.00,273,2027-03-21,Gastrointestinal - Primperan
5097,Zofran 400mg (cream 30g),Gastrointestinal,175.00,72,2027-07-26,Gastrointestinal - Zofran
5098,Iberogast 40mg (60 tabs),Gastrointestinal,101.00,100,2027-06-14,Gastrointestinal - Iberogast
5099,Duphalac 1g (cream 30g),Gastrointestinal,64.00,225,2027-04-28,Gastrointestinal - Duphalac
5100,Fybogel 500mg,Gastrointestinal,70.00,194,2027-10-27,Gastrointestinal - Fybogel
5101,Movicol 250mg,Gastrointestinal,91.00,294,2027-09-12,Gastrointestinal - Movicol
5102,Librax 500mg (100ml),Gastrointestinal,89.00,117,2028-08-21,Gastrointestinal - Librax
5103,Buscopan 400mg,Gastrointestinal,49.00,183,2027-10-27,Gastrointestinal - Buscopan
5104,Spasfon 40mg (20 tabs),Gastrointestinal,75.00,78,2027-10-28,Gastrointestinal - Spasfon
5105,Imodium 40mg (30 tabs),Gastrointestinal,31.00,147,2028-02-08,Gastrointestinal - Imodium
5106,Antinal 200mg (60 tabs),Gastrointestinal,33.00,132,2027-11-22,Gastrointestinal - Antinal
5107,Streptoquin 500mg,Gastrointestinal,68.00,116,2028-02-28,Gastrointestinal - Streptoquin
5108,Concor 250mg (gel 50g),Cardiovascular,63.00,73,2027-08-20,Cardiovascular - Concor
5109,Bisoprolol 400mg (100ml),Cardiovascular,50.00,59,2027-10-04,Cardiovascular - Bisoprolol
5110,Tenormin 1g (60 tabs),Cardiovascular,79.00,206,2027-09-23,Cardiovascular - Tenormin
5111,Atenolol 250mg (20 tabs),Cardiovascular,39.00,88,2028-08-12,Cardiovascular - Atenolol
5112,Lopressor 10mg (cream 30g),Cardiovascular,66.00,132,2027-08-19,Cardiovascular - Lopressor
5113,Metoprolol 400mg (20 tabs),Cardiovascular,42.00,129,2027-06-12,Cardiovascular - Metoprolol
5114,Norvasc 250mg (60 tabs),Cardiovascular,73.00,134,2027-09-30,Cardiovascular - Norvasc
5115,Amlodipine 10mg (100ml),Cardiovascular,45.00,263,2028-04-29,Cardiovascular - Amlodipine
5116,Zestril 400mg (gel 50g),Cardiovascular,63.00,188,2027-08-22,Cardiovascular - Zestril
5117,Lisinopril 250mg (20 tabs),Cardiovascular,49.00,267,2027-11-14,Cardiovascular - Lisinopril
5118,Renitec 400mg (60 tabs),Cardiovascular,70.00,251,2028-07-21,Cardiovascular - Renitec
5119,Cozaar 1g (60 tabs),Cardiovascular,153.00,253,2027-09-18,Cardiovascular - Cozaar
5120,Losartan 40mg (200ml),Cardiovascular,108.00,108,2028-02-19,Cardiovascular - Losartan
5121,Diovan 400mg (100ml),Cardiovascular,194.00,38,2027-10-16,Cardiovascular - Diovan
5122,Valsartan 100mg (cream 30g),Cardiovascular,158.00,77,2028-05-19,Cardiovascular - Valsartan
5123,Micardis 1g (cream 30g),Cardiovascular,160.00,208,2028-07-26,Cardiovascular - Micardis
5124,Aprovel 40mg (cream 30g),Cardiovascular,201.00,260,2027-11-16,Cardiovascular - Aprovel
5125,Atacand 100mg (cream 30g),Cardiovascular,159.00,157,2027-07-12,Cardiovascular - Atacand
5126,Crestor 10mg (200ml),Cardiovascular,313.00,34,2028-04-11,Cardiovascular - Crestor
5127,Lipitor 400mg (100ml),Cardiovascular,131.00,81,2028-02-24,Cardiovascular - Lipitor
5128,Zocor 200mg (100ml),Cardiovascular,98.00,159,2027-06-16,Cardiovascular - Zocor
5129,Pravachol 400mg (60 tabs),Cardiovascular,85.00,80,2027-11-22,Cardiovascular - Pravachol
5130,Plavix 500mg,Cardiovascular,197.00,268,2028-05-28,Cardiovascular - Plavix
5131,Clopidogrel 20mg (30 tabs),Cardiovascular,134.00,155,2028-08-09,Cardiovascular - Clopidogrel
5132,Efient 400mg (30 tabs),Cardiovascular,247.00,48,2027-11-26,Cardiovascular - Efient
5133,Lanoxin 400mg (200ml),Cardiovascular,61.00,223,2028-05-25,Cardiovascular - Lanoxin
5134,Cordarone 40mg (cream 30g),Cardiovascular,138.00,30,2027-06-23,Cardiovascular - Cordarone
5135,Aldactone 200mg (60 tabs),Cardiovascular,78.00,164,2028-08-23,Cardiovascular - Aldactone
5136,Lasix 40mg (100ml),Cardiovascular,33.00,245,2027-03-16,Cardiovascular - Lasix
5137,Furosemide 40mg (200ml),Cardiovascular,37.00,33,2028-03-01,Cardiovascular - Furosemide
5138,Capoten 100mg (200ml),Cardiovascular,44.00,226,2028-03-20,Cardiovascular - Capoten
5139,Tritace 20mg (100ml),Cardiovascular,104.00,200,2027-07-20,Cardiovascular - Tritace
5140,Adalat 500mg (20 tabs),Cardiovascular,68.00,146,2028-02-14,Cardiovascular - Adalat
5141,Isoptin 400mg (cream 30g),Cardiovascular,75.00,71,2027-10-20,Cardiovascular - Isoptin
5142,Verapamil 500mg (200ml),Cardiovascular,70.00,70,2028-08-13,Cardiovascular - Verapamil
5143,Glucophage 40mg (30 tabs),Diabetes,47.00,251,2027-07-20,Diabetes - Glucophage
5144,Metformin 1g (cream 30g),Diabetes,32.00,234,2027-09-20,Diabetes - Metformin
5145,Amaryl 40mg (20 tabs),Diabetes,76.00,161,2028-04-09,Diabetes - Amaryl
5146,Glimepiride 20mg (cream 30g),Diabetes,62.00,168,2027-05-09,Diabetes - Glimepiride
5147,Diamicron 10mg,Diabetes,131.00,180,2027-04-15,Diabetes - Diamicron
5148,Gliclazide 500mg,Diabetes,88.00,58,2028-06-15,Diabetes - Gliclazide
5149,Novonorm 10mg (20 tabs),Diabetes,167.00,190,2027-05-31,Diabetes - Novonorm
5150,Repaglinide 200mg (20 tabs),Diabetes,144.00,120,2027-10-15,Diabetes - Repaglinide
5151,Actos 1g (30 tabs),Diabetes,167.00,227,2028-01-25,Diabetes - Actos
5152,Pioglitazone 20mg (cream 30g),Diabetes,135.00,275,2028-02-16,Diabetes - Pioglitazone
5153,Galvus 400mg (100ml),Diabetes,312.00,42,2027-08-15,Diabetes - Galvus
5154,Januvia 200mg,Diabetes,241.00,103,2028-08-15,Diabetes - Januvia
5155,Janumet 200mg (20 tabs),Diabetes,297.00,104,2028-01-16,Diabetes - Janumet
5156,Forxiga 500mg (200ml),Diabetes,278.00,260,2027-12-01,Diabetes - Forxiga
5157,Jardiance 200mg (cream 30g),Diabetes,292.00,200,2028-01-08,Diabetes - Jardiance
5158,Lantus 10mg (100ml),Diabetes,445.00,168,2028-03-19,Diabetes - Lantus
5159,NovoRapid 100mg (60 tabs),Diabetes,381.00,287,2027-09-25,Diabetes - NovoRapid
5160,Humalog 400mg (30 tabs),Diabetes,411.00,242,2027-09-04,Diabetes - Humalog
5161,Mixtard 250mg (30 tabs),Diabetes,234.00,234,2028-03-17,Diabetes - Mixtard
5162,Insulin 40mg (100ml),Diabetes,170.00,274,2027-11-30,Diabetes - Insulin
5163,Ventolin 400mg (cream 30g),Respiratory,99.00,278,2027-03-16,Respiratory - Ventolin
5164,Salbutamol 400mg (gel 50g),Respiratory,72.00,273,2027-10-20,Respiratory - Salbutamol
5165,Asthalin 40mg (30 tabs),Respiratory,67.00,171,2027-07-30,Respiratory - Asthalin
5166,Symbicort 500mg (gel 50g),Respiratory,292.00,259,2028-05-09,Respiratory - Symbicort
5167,Seretide 10mg (200ml),Respiratory,409.00,104,2027-05-08,Respiratory - Seretide
5168,Singulair 10mg (200ml),Respiratory,130.00,46,2027-10-11,Respiratory - Singulair
5169,Montelukast 500mg (cream 30g),Respiratory,146.00,121,2028-02-08,Respiratory - Montelukast
5170,Accolate 500mg (200ml),Respiratory,229.00,282,2027-03-30,Respiratory - Accolate
5171,Atrovent 100mg (100ml),Respiratory,118.00,259,2027-08-22,Respiratory - Atrovent
5172,Spiriva 20mg (gel 50g),Respiratory,582.00,199,2027-11-07,Respiratory - Spiriva
5173,Bricanyl 200mg,Respiratory,138.00,187,2027-03-15,Respiratory - Bricanyl
5174,Berodual 10mg (60 tabs),Respiratory,136.00,245,2027-06-26,Respiratory - Berodual
5175,Pulmicort 400mg (200ml),Respiratory,255.00,208,2028-02-22,Respiratory - Pulmicort
5176,Flixotide 20mg,Respiratory,149.00,201,2027-06-12,Respiratory - Flixotide
5177,Serevent 40mg (60 tabs),Respiratory,272.00,264,2027-05-25,Respiratory - Serevent
5178,Combivent 10mg (cream 30g),Respiratory,186.00,168,2028-05-14,Respiratory - Combivent
5179,Theo-Dur 40mg,Respiratory,104.00,109,2028-01-16,Respiratory - Theo-Dur
5180,Zaditen 500mg (30 tabs),Respiratory,133.00,46,2027-11-30,Respiratory - Zaditen
5181,Claritin 500mg (200ml),Antihistamine,45.00,72,2028-05-15,Antihistamine - Claritin
5182,Loratadine 20mg (100ml),Antihistamine,45.00,155,2027-04-05,Antihistamine - Loratadine
5183,Zyrtec 100mg (30 tabs),Antihistamine,62.00,114,2028-05-20,Antihistamine - Zyrtec
5184,Cetirizine 100mg (cream 30g),Antihistamine,37.00,256,2027-03-28,Antihistamine - Cetirizine
5185,Aerius 40mg (200ml),Antihistamine,99.00,264,2028-01-23,Antihistamine - Aerius
5186,Desloratadine 200mg (20 tabs),Antihistamine,42.00,101,2028-05-27,Antihistamine - Desloratadine
5187,Allegra 1g (60 tabs),Antihistamine,105.00,265,2028-05-02,Antihistamine - Allegra
5188,Telfast 250mg (20 tabs),Antihistamine,107.00,272,2027-11-04,Antihistamine - Telfast
5189,Fexofenadine 200mg (200ml),Antihistamine,59.00,60,2027-07-11,Antihistamine - Fexofenadine
5190,Xyzal 40mg (200ml),Antihistamine,109.00,196,2028-01-28,Antihistamine - Xyzal
5191,Levocetirizine 10mg (30 tabs),Antihistamine,57.00,39,2027-09-15,Antihistamine - Levocetirizine
5192,Benadryl 100mg,Antihistamine,38.00,149,2028-04-01,Antihistamine - Benadryl
5193,Atarax 100mg (60 tabs),Antihistamine,41.00,234,2027-07-12,Antihistamine - Atarax
5194,Phenergan 10mg (20 tabs),Antihistamine,36.00,235,2028-04-02,Antihistamine - Phenergan
5195,Nasonex 500mg (20 tabs),Antihistamine,163.00,96,2027-10-10,Antihistamine - Nasonex
5196,Flixonase 10mg (gel 50g),Antihistamine,124.00,38,2027-07-06,Antihistamine - Flixonase
5197,Rhinocort 10mg,Antihistamine,139.00,255,2028-06-13,Antihistamine - Rhinocort
5198,Avamys 1g,Antihistamine,182.00,184,2028-08-18,Antihistamine - Avamys
5199,Panadol Cold 40mg (30 tabs),OTC,45.00,186,2028-04-21,OTC - Panadol Cold
5200,Theraflu 20mg (gel 50g),OTC,62.00,151,2028-03-11,OTC - Theraflu
5201,Coldrex 100mg (cream 30g),OTC,48.00,246,2027-06-12,OTC - Coldrex
5202,Otrivin 1g (gel 50g),OTC,57.00,245,2028-04-29,OTC - Otrivin
5203,Vicks 250mg (30 tabs),OTC,69.00,122,2028-08-21,OTC - Vicks
5204,Strepsils 250mg (60 tabs),OTC,47.00,154,2027-06-14,OTC - Strepsils
5205,Septolete 40mg (30 tabs),OTC,35.00,31,2027-04-30,OTC - Septolete
5206,Sinutab 400mg (30 tabs),OTC,55.00,222,2027-07-08,OTC - Sinutab
5207,Actifed 40mg (200ml),OTC,59.00,276,2027-04-09,OTC - Actifed
5208,Rhinathiol 20mg (30 tabs),OTC,54.00,174,2027-12-14,OTC - Rhinathiol
5209,Congestal 1g (20 tabs),OTC,38.00,110,2028-07-31,OTC - Congestal
5210,Listerine 400mg (cream 30g),OTC,88.00,254,2028-04-01,OTC - Listerine
5211,Sensodyne 1g (60 tabs),OTC,94.00,129,2027-07-20,OTC - Sensodyne
5212,Colgate 20mg (30 tabs),OTC,51.00,40,2027-11-25,OTC - Colgate
5213,Corsodyl 40mg (20 tabs),OTC,136.00,174,2027-09-21,OTC - Corsodyl
5214,Bonjela 100mg,OTC,46.00,150,2027-05-05,OTC - Bonjela
5215,Lamisil 100mg,Topical,142.00,245,2028-04-21,Topical - Lamisil
5216,Canesten 40mg (30 tabs),Topical,95.00,131,2028-02-03,Topical - Canesten
5217,Daktarin 20mg,Topical,92.00,91,2028-01-13,Topical - Daktarin
5218,Fucidin 1g (20 tabs),Topical,120.00,176,2028-05-16,Topical - Fucidin
5219,Bactroban 1g (30 tabs),Topical,132.00,54,2028-06-09,Topical - Bactroban
5220,Elocon 40mg,Topical,166.00,70,2028-08-21,Topical - Elocon
5221,Dermovate 250mg (20 tabs),Topical,150.00,71,2028-03-24,Topical - Dermovate
5222,Locoid 400mg (20 tabs),Topical,147.00,283,2027-08-03,Topical - Locoid
5223,Diproson 400mg (gel 50g),Topical,145.00,245,2027-05-14,Topical - Diproson
5224,Protopic 20mg (gel 50g),Topical,429.00,143,2027-05-14,Topical - Protopic
5225,Acnelyse 200mg (100ml),Topical,80.00,222,2027-06-12,Topical - Acnelyse
5226,Differin 400mg (30 tabs),Topical,181.00,162,2027-09-04,Topical - Differin
5227,Benzac 400mg (100ml),Topical,57.00,217,2027-03-29,Topical - Benzac
5228,Skinoren 100mg (20 tabs),Topical,129.00,65,2027-05-19,Topical - Skinoren
5229,Zovirax 20mg (30 tabs),Topical,142.00,248,2028-05-30,Topical - Zovirax
5230,Fenistil 400mg (cream 30g),Topical,80.00,51,2027-08-17,Topical - Fenistil
5231,Betadine 400mg (gel 50g),Topical,44.00,67,2028-08-03,Topical - Betadine
5232,Hydrocortisone 1g (200ml),Topical,37.00,89,2028-01-01,Topical - Hydrocortisone
5233,Silver Sulfadiazine 40mg (100ml),Topical,98.00,113,2027-09-29,Topical - Silver Sulfadiazine
5234,La Roche-Posay 500mg (cream 30g),Cosmetic,224.00,276,2028-05-30,Cosmetic - La Roche-Posay
5235,Vichy 10mg,Cosmetic,361.00,193,2028-06-26,Cosmetic - Vichy
5236,Bioderma 20mg (200ml),Cosmetic,248.00,179,2028-05-12,Cosmetic - Bioderma
5237,Avene 200mg (cream 30g),Cosmetic,201.00,245,2027-04-15,Cosmetic - Avene
5238,Eucerin 100mg (gel 50g),Cosmetic,385.00,119,2028-08-03,Cosmetic - Eucerin
5239,Nivea 1g (cream 30g),Cosmetic,92.00,104,2028-06-26,Cosmetic - Nivea
5240,Cetaphil 40mg (gel 50g),Cosmetic,136.00,288,2028-01-19,Cosmetic - Cetaphil
5241,CeraVe 500mg,Cosmetic,236.00,144,2027-05-15,Cosmetic - CeraVe
5242,The Ordinary 10mg (100ml),Cosmetic,206.00,46,2028-07-06,Cosmetic - The Ordinary
5243,Neutrogena 500mg,Cosmetic,190.00,226,2027-11-24,Cosmetic - Neutrogena
5244,Loreal 10mg (gel 50g),Cosmetic,219.00,109,2027-04-11,Cosmetic - Loreal
5245,Olay 10mg (100ml),Cosmetic,371.00,154,2028-03-24,Cosmetic - Olay
5246,Garnier 1g (200ml),Cosmetic,92.00,79,2027-11-12,Cosmetic - Garnier
5247,Ponds 500mg (gel 50g),Cosmetic,104.00,250,2028-04-13,Cosmetic - Ponds
5248,Filorga 100mg (gel 50g),Cosmetic,534.00,95,2028-07-31,Cosmetic - Filorga
5249,Systane 250mg (gel 50g),Eye/Ear,107.00,113,2028-07-14,Eye/Ear - Systane
5250,Refresh Plus 20mg (20 tabs),Eye/Ear,126.00,176,2027-12-25,Eye/Ear - Refresh Plus
5251,Visine 40mg (20 tabs),Eye/Ear,55.00,300,2027-09-05,Eye/Ear - Visine
5252,Maxitrol 20mg (30 tabs),Eye/Ear,132.00,191,2027-12-02,Eye/Ear - Maxitrol
5253,Tobradex 250mg,Eye/Ear,113.00,213,2027-04-15,Eye/Ear - Tobradex
5254,Xalatan 200mg (30 tabs),Eye/Ear,344.00,30,2028-04-30,Eye/Ear - Xalatan
5255,Timoptic 500mg (gel 50g),Eye/Ear,183.00,227,2028-04-03,Eye/Ear - Timoptic
5256,Ciprofloxacin 100mg (gel 50g),Eye/Ear,92.00,103,2027-11-21,Eye/Ear - Ciprofloxacin
5257,Candibiotic 200mg (30 tabs),Eye/Ear,89.00,192,2027-09-20,Eye/Ear - Candibiotic
5258,Otosporin 200mg (200ml),Eye/Ear,142.00,123,2028-01-08,Eye/Ear - Otosporin
5259,Polydexa 10mg (30 tabs),Eye/Ear,134.00,128,2027-07-18,Eye/Ear - Polydexa
5260,Sofradex 400mg (20 tabs),Eye/Ear,160.00,85,2028-06-20,Eye/Ear - Sofradex
5261,Omron BP 400mg (20 tabs),Device,1023.00,160,2027-12-13,Device - Omron BP
5262,Omron HEM 20mg (cream 30g),Device,1065.00,100,2028-08-09,Device - Omron HEM
5263,Accu-Chek 100mg (cream 30g),Device,499.00,158,2028-03-21,Device - Accu-Chek
5264,Accu-Chek Active 20mg (30 tabs),Device,664.00,40,2028-09-03,Device - Accu-Chek Active
5265,Omron Nebulizer 100mg (20 tabs),Device,1282.00,167,2027-09-23,Device - Omron Nebulizer
5266,Omron Compressor 40mg,Device,1665.00,154,2028-03-27,Device - Omron Compressor
5267,Pulse Oximeter 10mg,Device,266.00,167,2028-06-13,Device - Pulse Oximeter
5268,Digital Thermometer 1g (60 tabs),Device,89.00,127,2027-07-26,Device - Digital Thermometer
5269,Infrared Thermometer 250mg (20 tabs),Device,457.00,173,2027-05-08,Device - Infrared Thermometer
5270,Ear Thermometer 40mg (20 tabs),Device,516.00,134,2027-07-02,Device - Ear Thermometer
5271,Stethoscope 1g,Device,536.00,46,2027-06-03,Device - Stethoscope
5272,Nebulizer Mask 100mg (gel 50g),Device,75.00,212,2028-08-24,Device - Nebulizer Mask
5273,Glucose Strips 1g (cream 30g),Device,275.00,144,2027-03-28,Device - Glucose Strips
5274,BP Cuff 400mg (100ml),Device,127.00,125,2028-08-26,Device - BP Cuff
5275,Nebulizer Kit 400mg (cream 30g),Device,129.00,30,2027-08-15,Device - Nebulizer Kit
5276,First Aid Kit 100mg (60 tabs),First Aid,414.00,254,2027-04-23,First Aid - First Aid Kit
5277,Elastic Bandage 500mg (200ml),First Aid,43.00,71,2027-08-29,First Aid - Elastic Bandage
5278,Triangular Bandage 20mg (cream 30g),First Aid,29.00,82,2028-04-12,First Aid - Triangular Bandage
5279,Cotton Wool 100mg (30 tabs),First Aid,28.00,72,2028-03-30,First Aid - Cotton Wool
5280,Medical Scissors 1g,First Aid,65.00,251,2028-01-27,First Aid - Medical Scissors
5281,Tweezers 100mg (gel 50g),First Aid,49.00,71,2028-04-03,First Aid - Tweezers
5282,Cold Pack 1g (20 tabs),First Aid,74.00,286,2028-05-31,First Aid - Cold Pack
5283,Hot Water Bag 250mg,First Aid,95.00,198,2028-01-13,First Aid - Hot Water Bag
